"date","year","month","quarter","day_of_week","day_of_month","week_of_year","is_weekend","is_month_end","is_month_start","gdp_index","unemployment_rate","consumer_confidence","stock_market_index","temperature","precipitation","weather_severity_index","marketing_spend","email_campaigns_sent","social_media_impressions","influencer_collaborations","tv_ad_spend","competitor_price_index","shipping_cost_index","inventory_availability_rate","website_traffic","page_load_time_ms","mobile_traffic_pct","site_downtime_minutes","new_product_launches","daily_sales","order_count","avg_order_value","unique_customers","return_rate_pct","customer_acquisition_cost"
2021-12-17,2021,12,4,"Friday",17,51,0,0,0,121.996477991393,8.2047061445605,57.9081341527421,3629.23814844485,53.4453454078334,0,4,24555,0,564644,1,7845,158.767651415695,58.1096633735678,93.6,155402,2722,63,4,0,28841,340,84.83,270,12.7,303.15
2021-12-18,2021,12,4,"Saturday",18,51,1,0,0,121.631620826876,8.27977052834025,54.9119829413923,3595.92383229374,54.7376391819603,0,3,17986,0,1435422,0,443,159.224031763057,58.4862603698234,86.8,229979,3107,45,2,0,26909,317,84.89,221,5.6,271.28
2021-12-19,2021,12,4,"Sunday",19,51,1,0,0,121.326516224624,8.26622847539747,54.7783257718939,3655.7455429914,59.9584552136682,0,1,7310,3,834260,0,12051,158.81093812016,58.4124675950426,89.7,75052,1403,58,7,0,26346,353,74.63,267,13.4,91.26
2021-12-20,2021,12,4,"Monday",20,51,0,0,0,120.822990933128,8.15767769838178,53.6995501273984,3669.35075712642,40.1151599492325,0.0288878603716598,5,18690,1,877264,0,8774,159.013951335497,60.6268286525282,92.9,61737,2143,72,0,0,31805,421,75.55,279,2.7,223.3
2021-12-21,2021,12,4,"Tuesday",21,51,0,0,0,119.632691071363,8.03655003244194,51.4463268509923,3684.82652803574,76.2778156608322,0.161735197335724,8,13576,3,585352,0,13548,157.155239320411,60.7197630012562,92.4,82090,1137,48,6,0,34410,492,69.94,407,10.8,111.19
2021-12-22,2021,12,4,"Wednesday",22,51,0,0,0,119.532703870518,7.92594998262818,51.4794951577146,3670.69381755712,62.4810285524857,0.122280050882911,3,16421,0,242889,0,10151,156.396617256542,61.5854184857401,93.7,240461,2494,48,7,0,34602,412,83.99,336,12.1,162.91
2021-12-23,2021,12,4,"Thursday",23,51,0,0,0,120.150098286599,7.81513121952082,51.9152156851014,3655.23539558397,66.0574436968054,0,7,5145,3,1001392,1,11161,156.36335314213,61.449960333462,93.6,450110,1934,72,5,0,29596,313,94.56,191,3.3,89.79
2021-12-24,2021,12,4,"Friday",24,52,0,0,0,119.849126997383,7.86609169549765,51.3135791370532,3679.82218239662,59.9074818088124,0.695242356930863,1,20689,1,1898037,0,14114,155.854258738309,60.9742247904575,92.1,342206,1612,60,3,0,38458,434,88.61,311,5.9,221.75
2021-12-25,2021,12,4,"Saturday",25,52,1,0,0,119.134951479744,7.78533810121856,52.4767478120767,3711.04977473254,55.8103153187968,0,1,16775,3,142628,0,1296,156.40097542962,59.4051844870167,96.1,264637,2014,75,7,0,38824,480,80.88,414,12.4,135.06
2021-12-26,2021,12,4,"Sunday",26,52,1,0,0,118.98529248882,7.70140043409528,53.4512687912121,3700.56564852687,45.1471485546166,0,7,11440,4,479626,0,1018,157.197251442802,59.7187219519292,97.7,438855,2590,55,6,0,34151,444,76.92,385,7.9,99.05
2021-12-27,2021,12,4,"Monday",27,52,0,0,0,119.070101959681,7.70125595720464,56.8177769873344,3676.53218350453,58.9356088097432,0,4,20875,1,809162,0,4974,156.853627627839,59.7993659500495,94.2,214482,2102,51,5,0,34751,424,81.96,285,4.2,244.15
2021-12-28,2021,12,4,"Tuesday",28,52,0,1,0,119.608595859751,7.79551971580872,57.1807029839751,3673.7278820753,52.248929533001,0.269880293305996,5,7402,3,485782,0,11425,156.551815354958,59.1179646645622,90.6,232811,2605,56,2,0,31817,468,67.99,355,12.2,69.5
2021-12-29,2021,12,4,"Wednesday",29,52,0,1,0,119.200724318801,7.73161866775937,53.5683583721203,3692.85760410841,62.7012805962891,0.568564182169613,0,8123,1,951815,1,817,156.757402712007,60.2442815925325,99,380263,2082,74,4,0,32021,455,70.38,301,11.7,89.96
2021-12-30,2021,12,4,"Thursday",30,52,0,1,0,119.040434991671,7.67388619613506,54.2932928072594,3664.51830226717,56.7650174908998,0,3,19353,2,1386475,0,13802,157.11490113289,59.7219544912045,92.9,285769,1080,75,6,0,37228,406,91.69,256,3.3,251.99
2021-12-31,2021,12,4,"Friday",31,53,0,1,0,119.331013454053,7.73559052489401,54.5282541351298,3644.65775245488,62.3298872305012,0.388850136257875,6,12308,2,1241731,0,10685,158.425569085264,59.2465947202116,96.9,471657,2669,70,3,0,36820,506,72.77,300,5.7,136.76
2022-01-01,2022,1,1,"Saturday",1,1,1,0,1,119.603583177157,7.69692747332713,56.193604261671,3625.69677545857,59.6183661613017,0.330203973164495,1,10489,2,1766446,1,12847,158.351668245685,58.8601534821145,97.2,338614,1182,61,3,0,30029,444,67.63,389,3,89.88
2022-01-02,2022,1,1,"Sunday",2,1,1,0,1,118.566256893737,7.76666013873955,56.4258668455466,3646.82714349417,78.7451869909303,0.428339931227809,4,10554,2,1657185,0,4474,157.948232071278,59.6967781495002,85.1,231173,3471,51,2,0,29593,383,77.27,273,4.2,128.86
2022-01-03,2022,1,1,"Monday",3,1,0,0,1,118.930926774596,7.84967476724334,58.8881758729969,3594.99921561801,74.5767328658687,0.0229438052487264,1,8386,4,1185905,0,11152,157.408982031036,60.6418675776632,96.9,392890,1436,65,1,0,27377,334,81.97,202,4.7,138.38
2022-01-04,2022,1,1,"Tuesday",4,1,0,0,0,119.106920878211,7.96082155063356,56.4890917955113,3582.18583570512,73.9990021654499,0.133593438584654,10,14594,1,683085,0,755,157.16234538621,58.7706847080368,87.5,87708,2131,65,8,0,28449,313,90.89,202,13.3,240.83
2022-01-05,2022,1,1,"Wednesday",5,1,0,0,0,118.432830398807,8.14401676960231,59.5497692567419,3592.06795318234,80.6206963058336,0.433967409783473,8,16517,4,1820417,0,3756,156.333818696036,58.0900944599629,87.6,176023,3229,65,3,0,29738,318,93.52,220,9.4,250.26
2022-01-06,2022,1,1,"Thursday",6,1,0,0,0,119.012499666473,8.07783598824079,60.9336087603001,3605.29087922914,77.7277032130536,0,1,10434,3,383462,0,13986,156.714956912764,57.1070078584914,87.9,274518,1198,57,4,0,26510,296,89.56,217,13.6,160.28
2022-01-07,2022,1,1,"Friday",7,1,0,0,0,118.174388464841,8.12789131869671,64.1538632375001,3616.10601137042,71.3522609391636,0.208138112366877,6,6316,1,156145,1,14114,157.073480853306,55.4888337988575,91.2,192673,1961,55,6,0,26878,361,74.45,235,4.8,89.59
2022-01-08,2022,1,1,"Saturday",8,2,1,0,0,117.618198321009,8.00867900984401,62.9675014569595,3584.74783681632,68.8299734189575,0.12146244776595,2,17113,2,1962390,0,13262,156.278371201248,55.6951564411988,95.9,96603,1553,68,2,0,33615,448,75.03,347,5.3,164.39
2022-01-09,2022,1,1,"Sunday",9,2,1,0,0,117.925261891782,7.88660092831599,62.5370893116184,3591.12114647903,68.6223227572464,0.460235376432978,1,20957,1,347109,0,4230,158.278837952433,54.9329911934032,94.2,300552,2623,68,5,0,32052,424,75.59,253,13.8,276.11
2022-01-10,2022,1,1,"Monday",10,2,0,0,0,117.749259534519,7.8384253909898,64.9879376207789,3599.89547581526,60.4073230975918,0.228549345428423,2,17068,0,1405388,0,2911,158.214563679801,57.1312693861611,89.1,362765,2754,63,4,0,26654,404,65.98,231,7,246.29
2022-01-11,2022,1,1,"Tuesday",11,2,0,0,0,117.452643464601,7.9274903679534,67.0478692463138,3615.06346586311,69.4655963600822,0.975181910040163,0,10983,2,176397,0,8725,157.81954254641,56.5279294007983,88.5,266703,3128,71,5,0,27842,371,75.05,276,7.2,132.64
2022-01-12,2022,1,1,"Wednesday",12,2,0,0,0,116.697024354966,7.82850669324857,66.8689449145561,3655.05290506388,68.9135095787463,0.0799479245526324,7,12636,1,476475,1,12281,157.174739687902,55.5787892056434,88.8,319131,1155,75,10,0,27806,326,85.29,217,3.8,194.1
2022-01-13,2022,1,1,"Thursday",13,2,0,0,0,117.572025678889,7.98357998036409,65.2429720475747,3628.30801490214,70.603565202473,0.0817121118547758,3,5773,2,1514423,0,9897,157.64119688304,54.2277771195626,86.5,214795,1883,75,6,0,25527,293,87.12,212,14.2,90.77
2022-01-14,2022,1,1,"Friday",14,2,0,0,0,118.303380234914,8.19694575234664,65.6270311578503,3619.00295581256,67.4974463340276,0.107513515623747,9,23297,5,1507217,0,1805,157.143510232725,53.7164795177555,93.7,88942,3108,71,8,0,33130,362,91.52,308,4.2,252.13
2022-01-15,2022,1,1,"Saturday",15,3,1,0,0,117.995616561068,8.24261421475809,68.3403314072572,3647.28074461906,76.4651928814014,0,9,5827,2,1497505,0,14306,157.436041513271,53.9087278857804,86.8,210782,1402,67,6,0,25900,312,83.01,204,5.5,95.21
2022-01-16,2022,1,1,"Sunday",16,3,1,0,0,118.111806272041,8.06995159818768,64.6034209395631,3658.57563938272,79.7477446000141,0,5,13686,2,916524,0,4880,157.359512752857,53.0390742366795,87.3,90167,1733,64,4,0,29940,377,79.42,323,8.2,141.24
2022-01-17,2022,1,1,"Monday",17,3,0,0,0,117.860649699128,8.06610054222801,64.0056189920306,3685.98586228838,68.3591149249313,0.422027275498324,6,15015,1,1294763,0,11745,158.091860506281,53.5527153024147,96.4,288792,3100,64,4,0,25551,272,93.94,208,10.6,240.62
2022-01-18,2022,1,1,"Tuesday",18,3,0,0,0,117.808872114115,7.96591425602174,63.8365171425453,3686.77930779031,73.4232382824666,0.258945492208169,10,14336,4,1060053,0,10993,158.416993538347,51.9290320657959,89.1,265392,3092,72,4,0,27930,361,77.37,318,15,150.27
2022-01-19,2022,1,1,"Wednesday",19,3,0,0,0,118.465055924592,7.95309259481573,62.0169559949387,3736.72656493337,81.6073534492181,0,4,20973,5,1345018,0,3534,158.859911040713,52.6678311604456,91.1,487899,2469,64,7,0,29500,324,91.05,235,10.7,297.49
2022-01-20,2022,1,1,"Thursday",20,3,0,0,0,118.818680697195,7.97688007797065,61.4063242611728,3753.80049040518,63.8312548496414,0,1,11767,0,215027,1,4086,159.159333916755,52.0472045189575,91.2,451617,1926,50,3,0,24730,359,68.89,202,11.7,194.17
2022-01-21,2022,1,1,"Friday",21,3,0,0,0,119.233693236435,7.86251364434887,62.9646060697442,3762.94085996645,66.7821888629365,0,8,6009,3,217471,0,6087,157.411818744659,55.4165591418172,94,444668,1071,46,5,1,27854,328,84.92,206,6.3,97.23
2022-01-22,2022,1,1,"Saturday",22,4,1,0,0,119.104332455561,7.78699038350451,64.439745360614,3760.10315243523,74.752744066521,0.412162892639611,7,21207,4,863024,0,4684,156.114678609874,54.4655781444371,94.4,90409,2987,63,8,0,30464,443,68.77,284,4.5,248.91
2022-01-23,2022,1,1,"Sunday",23,4,1,0,0,118.775469573317,7.84319727829909,62.8779832755736,3767.40450563079,76.3235699123473,0,7,7084,1,1778397,0,9284,156.371490420268,54.709461849912,98.1,186095,2374,70,4,1,27912,343,81.38,268,11,88.11
2022-01-24,2022,1,1,"Monday",24,4,0,0,0,118.502631330298,7.79575417824845,63.4290489722175,3765.68737187745,64.6999650963682,0.275517506023254,5,20338,3,1972018,0,13233,156.712959066335,54.877509419776,87.7,206384,2239,56,10,0,30651,409,74.94,289,13.3,234.58
2022-01-25,2022,1,1,"Tuesday",25,4,0,0,0,118.997597961348,7.75757068969514,64.2130629735483,3763.71279000844,92.3080436273348,0.172678561851491,4,14763,0,1349031,0,3563,156.972850241643,54.2067893325953,85.4,483599,2676,48,8,0,27587,357,77.27,315,2.8,156.22
2022-01-26,2022,1,1,"Wednesday",26,4,0,0,0,119.197964317388,7.75588141841505,63.1259816825191,3760.59776383871,57.9708550342376,0,10,9037,0,1652435,0,9169,156.437723878917,53.2453387506958,91.2,157734,1560,52,5,0,23639,322,73.41,255,2.6,118.13
2022-01-27,2022,1,1,"Thursday",27,4,0,0,0,119.049769491389,7.71797624626921,64.0171486893727,3770.11901689837,71.4567721379607,0,2,18028,3,609481,1,12025,156.500270008304,54.6272073080488,93.4,399381,2565,72,7,0,26810,342,78.39,235,6.2,255.72
2022-01-28,2022,1,1,"Friday",28,4,0,1,0,119.254321055363,7.70581046855099,66.0966361180157,3826.41474834779,68.7594425749081,0.194568301486775,3,10083,0,1732379,0,8359,157.746771823465,54.776439976694,85.2,162737,2370,56,6,0,26918,288,93.47,213,13.1,157.79
2022-01-29,2022,1,1,"Saturday",29,5,1,1,0,119.527428897193,7.67243012927018,67.7873087432269,3874.00057994464,72.8100798249464,0,1,23830,4,242889,1,11103,156.425078024104,51.4048467774039,93.7,425952,2647,66,5,0,35328,458,77.14,258,8.8,307.88
2022-01-30,2022,1,1,"Sunday",30,5,1,1,0,120.410214115194,7.77231533014062,68.8191092477754,3895.37513189323,74.0761666496074,0,5,23123,2,1157220,1,5010,157.188611370048,51.9644408316621,87.9,492857,3484,55,5,0,31193,368,84.76,260,8.5,296.45
2022-01-31,2022,1,1,"Monday",31,5,0,1,0,120.566428331853,7.72891830278011,70.3646508203908,3859.75204847902,72.2534486029832,0.25883173125963,4,21332,1,1082846,0,5540,155.768016728384,50.5330238258339,88.5,398250,2483,65,8,0,28254,386,73.2,285,12.1,249.5
2022-02-01,2022,2,1,"Tuesday",1,5,0,0,1,120.58187093298,7.7671026910674,70.4829602845865,3868.05686966847,84.6519797334779,0.623516179830882,8,16462,3,1656908,0,11459,155.106455116882,51.6035647950618,86.1,240206,2344,73,4,0,30393,385,78.94,230,4.2,238.58
2022-02-02,2022,2,1,"Wednesday",2,5,0,0,1,120.578796208003,7.86304988946344,67.9359192966138,3877.21784357705,74.0902503653407,0.418206920938259,4,5898,0,1411063,0,4518,155.013797345942,53.2162075096527,90.1,363093,2483,47,6,0,26089,352,74.12,206,14.6,95.44
2022-02-03,2022,2,1,"Thursday",3,5,0,0,1,120.798502252256,7.9655629953462,70.6119513502047,3893.96694512824,88.6787124174871,0.230541330767877,2,17180,0,1211826,0,9242,156.703611448573,52.7533435504242,87.3,213007,1193,74,5,1,29662,323,91.83,250,6.1,229.07
2022-02-04,2022,2,1,"Friday",4,5,0,0,0,119.96612419174,7.89123206819908,71.3322448539413,3915.5789550367,87.3683137010171,0,4,13107,1,1201832,0,4478,155.359085879532,54.0073913981853,91.5,384588,2059,55,7,0,31038,405,76.64,358,8,122.04
2022-02-05,2022,2,1,"Saturday",5,6,1,0,0,119.809692786649,7.87906590927537,71.0742448189975,3921.97475621954,78.9322894679504,0.416975271110814,6,14502,0,756596,0,11745,155.337634824515,53.5775127842334,85.3,350316,2803,72,5,0,30296,465,65.15,363,8.6,133.17
2022-02-06,2022,2,1,"Sunday",6,6,1,0,0,120.585913141216,7.7938756273706,74.2415698644128,3962.04172051147,88.1837316967906,0,9,17376,3,1426929,0,1287,154.232064329776,54.7626937460043,85.5,262118,2289,64,4,0,34396,410,83.89,253,4.8,228.93
2022-02-07,2022,2,1,"Monday",7,6,0,0,0,120.98218763859,7.6836000668133,73.4822302869696,3929.14219081523,83.9304171601606,0.174036754513197,7,23706,5,426227,1,11854,154.354893945251,56.2283269419428,91.7,245444,928,60,7,1,34388,501,68.64,354,6.1,223.22
2022-02-08,2022,2,1,"Tuesday",8,6,0,0,0,120.99259892889,7.6356441671911,74.3541983904502,3940.05787692363,83.3568670967761,0.3178001212119,7,7904,2,1485069,0,13685,154.635732746849,54.6360633899305,87.3,79077,1848,50,4,0,27808,383,72.61,278,9.7,94.77
2022-02-09,2022,2,1,"Wednesday",9,6,0,0,0,121.268422496227,7.50173378788109,75.3255265921842,3923.64558836048,70.5933680963623,0.219023319510608,8,18960,1,691727,0,6557,154.42012021147,53.5039171155344,86.6,177342,3244,66,2,0,29225,396,73.8,286,9.9,220.98
2022-02-10,2022,2,1,"Thursday",10,6,0,0,0,121.73298561798,7.49871369675406,74.3278340384637,3922.5616164683,87.7200667469682,0,7,11708,1,742759,0,11720,154.459271968485,55.3720836389794,85.1,275436,1312,54,7,0,29481,348,84.72,264,8.4,147.83
2022-02-11,2022,2,1,"Friday",11,6,0,0,0,121.173443482471,7.29889457567855,77.310435534933,3912.05455345144,81.9226703894765,0,2,5354,2,427192,0,7648,154.231687037261,55.7672258644292,87.4,52688,2936,55,4,2,29949,408,73.4,236,3.3,75.62
2022-02-12,2022,2,1,"Saturday",12,7,1,0,0,120.536425238387,7.32989429615531,77.5842149906456,3899.01768685215,68.077259618171,0.0730195589412526,6,5069,2,434374,0,8815,153.766374961238,55.9323261684976,92.5,463813,3130,71,7,0,29169,379,76.96,305,2.7,55.4
2022-02-13,2022,2,1,"Sunday",13,7,1,0,0,120.742958734043,7.34331479905169,78.2466440182742,3935.12538978437,85.4832573133884,0.230003903200501,6,7499,2,1325837,1,12315,154.410459516054,56.4592469643471,85.2,362059,2814,68,4,0,28361,396,71.62,238,4.9,105.03
2022-02-14,2022,2,1,"Monday",14,7,0,0,0,120.908311139496,7.4507942637031,77.3092753290145,3908.52058459291,94.1335395042208,0.230279753202139,6,24897,2,1908704,0,9255,153.626368736896,55.975691837311,89.1,209114,3486,67,3,0,32779,455,72.04,356,9.4,233.12
2022-02-15,2022,2,1,"Tuesday",15,7,0,0,0,119.870219992513,7.41931932152978,75.4447063978497,3851.96840930983,85.5338610229833,0.200080039528288,2,23741,4,319334,0,12719,154.8879010015,55.0018012858704,87.9,206849,2733,61,1,0,33114,380,87.14,220,14.4,359.71
2022-02-16,2022,2,1,"Wednesday",16,7,0,0,0,120.183679360403,7.29478229536285,76.4392783217763,3847.37595550141,67.5617330184264,0.19450501198681,9,23721,1,1450657,0,8947,155.623692830753,57.6380347899963,92.3,185892,2306,47,5,0,29699,436,68.12,384,10.2,205.91
2022-02-17,2022,2,1,"Thursday",17,7,0,0,0,120.115820941879,7.43346270548717,73.5411645437068,3840.80553750635,93.4449047747409,0.160224842622424,7,23311,3,288290,0,1146,156.184686151387,56.920026702803,85.5,431905,2959,72,3,0,32522,499,65.17,417,4.2,186.34
2022-02-18,2022,2,1,"Friday",18,7,0,0,0,119.900622559492,7.52243927799313,73.3872852388996,3838.64085229823,84.8700669936935,0.127155763516743,2,18631,2,649301,0,2980,158.232884454404,57.8291173386502,88.3,161759,3104,69,5,0,31933,403,79.24,311,14.8,199.69
2022-02-19,2022,2,1,"Saturday",19,8,1,0,0,121.206446089301,7.46375433534635,72.6918112422329,3854.42051826867,84.7314626043861,0.544700329609276,3,13814,0,759224,1,4413,159.195104237621,56.4585539609316,89,126282,1909,55,3,0,29801,372,80.11,244,4,188.72
2022-02-20,2022,2,1,"Sunday",20,8,1,0,0,121.346355354757,7.53212169412469,69.3719478561297,3881.81873493659,79.1235708152497,0.377495542027104,10,12463,3,506311,0,7502,159.227216060736,57.3937531469368,95.7,78388,1995,50,8,0,30592,364,84.04,241,14.6,172.38
2022-02-21,2022,2,1,"Monday",21,8,0,0,0,121.358507847168,7.48886746950515,71.2213614897035,3823.65689680688,78.5650010276325,0.13247092249569,8,5631,2,1155261,0,8443,158.068572995706,56.6330375659322,96.5,75538,1981,52,7,0,23932,307,77.95,195,4.5,96.26
2022-02-22,2022,2,1,"Tuesday",22,8,0,0,0,121.507363638879,7.34660311671095,70.7763747107384,3816.87962414453,91.3006493957658,0,4,9529,0,861263,0,11313,158.450544047507,56.6074919868725,94.6,113118,2381,58,13,0,25982,350,74.23,237,3.1,134.02
2022-02-23,2022,2,1,"Wednesday",23,8,0,0,0,122.127807951115,7.4254559143617,77.1829943704488,3854.59777069141,67.9173572113604,0.419946685165538,7,24334,3,524754,0,131,158.958136462366,54.7962551726786,86.3,140824,2184,47,3,0,30300,324,93.52,237,2.2,342.25
2022-02-24,2022,2,1,"Thursday",24,8,0,0,0,122.029948365903,7.48275761521416,74.4154541052684,3855.56977731638,79.9963761414336,0.335026828695005,5,22217,1,1693359,0,12675,159.536736868469,55.2038484810256,95.3,231258,1024,65,5,1,29111,349,83.41,203,3.7,364.81
2022-02-25,2022,2,1,"Friday",25,8,0,0,0,121.683195896948,7.48916440760142,75.4989691564353,3874.6851210554,69.0399529439792,0.207128607534085,1,6868,3,1211940,1,6559,159.156792053924,55.0666247866441,86.2,494140,3179,61,2,1,27507,342,80.43,282,10.6,81.18
2022-02-26,2022,2,1,"Saturday",26,9,1,0,0,121.647621124199,7.39748060512771,77.8405554096799,3868.76069774868,93.8867610686078,0.237535885602251,9,14971,2,1544381,0,14662,157.828858913115,51.9228805770107,96,396052,3132,47,1,0,30287,351,86.29,211,11.5,236.51
2022-02-27,2022,2,1,"Sunday",27,9,1,0,0,121.468099936212,7.38198047415546,81.2690323856639,3880.23604267885,91.1919558427915,0.283517787960214,9,12022,3,1471089,0,10599,158.100429532568,53.9885424625336,98.5,336547,2949,63,3,0,32323,490,65.97,378,12.3,106.01
2022-02-28,2022,2,1,"Monday",28,9,0,1,0,121.238497923067,7.41506248639924,84.4245079121385,3873.66841114609,93.0175077820597,0.328398273084867,2,7707,0,1568646,0,3684,158.618059726753,54.8519879578764,86.6,267847,1840,69,7,0,25899,371,69.81,222,13.1,115.72
2022-03-01,2022,3,1,"Tuesday",1,9,0,0,1,120.731577480502,7.4678124815729,81.8375159603117,3862.86660319392,78.34961322507,0.369875092094366,9,15445,2,666023,0,7833,158.976439574489,52.4652960820056,90.9,402078,2627,72,4,0,30670,348,88.13,211,14.1,244
2022-03-02,2022,3,1,"Wednesday",2,9,0,0,1,121.005567746754,7.42720143320053,80.1509207923617,3865.10048323803,87.7123854057472,0.58643169197876,0,12407,0,959820,0,12850,158.972764597459,53.1695196464698,96.4,411348,1558,61,5,0,27490,307,89.54,248,5.3,166.76
2022-03-03,2022,3,1,"Thursday",3,9,0,0,1,120.778399465866,7.32603111012087,80.7464385155533,3824.43957886089,80.4608347029928,0.20513560733355,2,9527,2,1589013,0,7060,158.174042833016,53.3653595707287,88.4,57806,1228,56,6,2,29496,351,84.03,275,3.4,115.48
2022-03-04,2022,3,1,"Friday",4,9,0,0,0,120.915396358557,7.25815276093445,83.2640630658067,3776.29941364299,86.1445341241352,0.0750933336525045,1,24268,2,336180,0,7649,159.183886577537,51.7153431357322,94.6,480031,2983,49,7,0,34559,420,82.28,373,14.4,216.87
2022-03-05,2022,3,1,"Saturday",5,10,1,0,0,121.392091865406,7.17559147477953,82.6964954297781,3813.59688342993,82.9716261337724,0.499200882624132,10,19521,4,1956465,0,13161,158.768446947841,53.3136406683157,85.1,87703,2624,61,11,0,33956,402,84.47,287,8.1,226.72
2022-03-06,2022,3,1,"Sunday",6,10,1,0,0,122.30433771775,7.17901311828428,83.1946146071824,3819.6180196054,82.3630534534057,0.026482110711508,0,6165,4,1717783,0,8026,158.092091097427,51.9710352974055,89.5,278817,1658,60,7,0,31423,339,92.69,301,3.2,68.27
2022-03-07,2022,3,1,"Monday",7,10,0,0,0,122.558243502954,7.12292144912495,79.7796501649246,3791.95751495341,77.0751331778326,0.512281534609135,4,9076,2,1018307,0,1873,157.766920391485,52.3081646102095,92.5,62392,2840,63,5,0,27887,311,89.67,214,11.9,141.37
2022-03-08,2022,3,1,"Tuesday",8,10,0,0,0,123.230411155778,7.20299490122759,80.9891589533944,3730.45349484466,76.1119040325457,0.347560389125532,5,19588,1,1652972,0,9525,158.64826306382,53.0115509151293,89,71588,2671,75,9,0,30439,323,94.24,209,7.6,312.41
2022-03-09,2022,3,1,"Wednesday",9,10,0,0,0,123.588838858242,7.15023853089714,77.758505270943,3725.81235647503,74.0986867322773,0.73680979793647,9,17539,5,712795,0,1139,158.657040399223,54.8555138312154,94.6,487441,1309,58,5,0,33338,426,78.26,324,2.8,180.44
2022-03-10,2022,3,1,"Thursday",10,10,0,0,0,123.662825056541,7.32164944851994,77.6377134785241,3697.27841348748,88.4526265575738,0.590494859606204,10,22382,6,1537887,0,8539,158.862100876636,55.2790667835129,94.9,131087,3074,65,4,1,34151,456,74.89,339,3,220.08
2022-03-11,2022,3,1,"Friday",11,10,0,0,0,123.451631899012,7.39709559288487,77.689505602858,3724.14733365198,96.4338464735006,0,5,13315,0,1155220,0,8607,158.985156329802,53.111006402559,96.5,293454,1109,51,5,0,30263,384,78.81,255,6.5,174.05
2022-03-12,2022,3,1,"Saturday",12,11,1,0,0,123.281777702021,7.2261887633475,78.9706569723252,3694.55863076445,85.7150309562902,0,1,15170,1,1758627,0,2206,160.579256377896,52.6257349387039,86.6,486532,1391,61,5,0,33226,358,92.81,280,13.5,180.6
2022-03-13,2022,3,1,"Sunday",13,11,1,0,0,123.839482380329,7.22684248944091,79.9567081187173,3666.16792251513,87.2586040784282,0.0946239954155118,2,7949,1,417012,0,14093,160.987138957538,53.0559166457631,92.4,231429,3316,74,5,0,30341,439,69.11,268,8.3,98.87
2022-03-14,2022,3,1,"Monday",14,11,0,0,0,123.612741807292,7.17887492696544,82.3281266373508,3670.03199963818,94.478798157805,0.47601922949099,10,14553,1,806381,0,12321,161.425129348473,52.410794449473,88.8,476084,951,58,5,0,27020,325,83.14,245,9.1,198
2022-03-15,2022,3,1,"Tuesday",15,11,0,0,0,123.910399679793,7.18469571213189,83.5812552968594,3726.73363593032,73.4844885484387,0,2,21222,1,1981249,0,72,159.703282951374,50.6608552351868,87.1,182809,3190,47,7,0,30878,438,70.5,350,7.6,202.11
2022-03-16,2022,3,1,"Wednesday",16,11,0,0,0,123.443632038812,7.23500001834582,84.5034377867699,3721.43655863044,86.1927770457951,0.394532950506005,6,21990,0,344446,0,8228,159.255318364701,50.7681031005977,91.5,462039,832,49,4,1,30755,333,92.36,288,7.2,254.51
2022-03-17,2022,3,1,"Thursday",17,11,0,0,0,123.294603427729,7.34285904627656,86.2582933793307,3734.06497055522,87.3138308168298,0.195875533698429,5,24759,3,350045,0,8049,158.433112887589,51.4884212102074,85.2,385715,2611,65,2,0,32621,348,93.74,300,3.7,275.1
2022-03-18,2022,3,1,"Friday",18,11,0,0,0,123.749434581601,7.4584883513215,89.0931635189095,3732.18368181886,80.1358597284422,0.213888495035276,9,5076,0,1179275,0,13140,157.449266258162,51.1854987081125,97.8,298505,2992,61,5,0,27118,348,77.93,203,8.2,83.35
2022-03-19,2022,3,1,"Saturday",19,12,1,0,0,123.973899690193,7.530812960766,90.7003959110892,3734.46938191941,71.8542299358044,0.0373588001592496,6,7928,3,1376896,1,6598,156.23872925923,48.9140870513598,95.9,105681,820,51,10,0,29161,322,90.56,238,9.3,111.04
2022-03-20,2022,3,1,"Sunday",20,12,1,0,0,123.856380607803,7.47947662563801,95.070565043788,3686.11481798708,84.3335488990884,0.291036588887732,1,20768,4,1778068,0,7835,155.788997564895,49.1213697779662,92.9,282096,1389,53,2,0,34380,384,89.53,242,8.8,286.06
2022-03-21,2022,3,1,"Monday",21,12,0,0,0,123.377497731466,7.21530183996201,99.7340908587789,3698.62830793231,84.0054780269107,0.426531544562039,5,10124,2,1599182,0,5079,155.64003697338,50.0864269739538,85.5,141887,2488,49,2,0,24421,258,94.66,205,5.2,164.62
2022-03-22,2022,3,1,"Tuesday",22,12,0,0,0,124.008544013644,7.30695390037163,102.61113947225,3702.4143579333,94.6505433232295,0.316736779934843,5,22831,1,1695217,0,9467,157.28996042349,51.166759766454,87.1,374221,3375,60,4,0,29477,314,93.88,194,4.7,392.29
2022-03-23,2022,3,1,"Wednesday",23,12,0,0,0,124.809401498246,7.31533700087081,102.196037635947,3689.68556448987,82.4650141698917,0.198851618875037,9,12454,1,638486,0,14290,157.156290538163,50.3113758682873,89.3,382186,2463,59,2,0,26828,333,80.56,275,3.4,150.96
